"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"161","https://www.mdpi.com/2073-4336/12/1/14",2020-12-11,2021-01-06,2021-01-18,2021-02-01,"(This article belongs to the Special Issue Behavioral Coalition Formation: Theory and Experiments)
",52,"Yes"
"162","https://www.mdpi.com/2073-4336/12/1/13",2020-12-14,2021-01-14,2021-01-18,2021-02-01,"(This article belongs to the Special Issue Economics of Conflict and Terrorism)
",49,"Yes"
"163","https://www.mdpi.com/2073-4336/12/1/12",2020-12-14,2021-01-15,2021-01-25,2021-02-01,"(This article belongs to the Special Issue Experiments on Communication in Games)
",49,"Yes"
"164","https://www.mdpi.com/2073-4336/12/1/11",2020-11-26,2021-01-08,2021-01-20,2021-02-01,"(This article belongs to the Special Issue Optimal Control Theory)
",67,"Yes"
"165","https://www.mdpi.com/2073-4336/12/1/10",2021-01-27,NA,NA,NA,"",NA,"No"
"166","https://www.mdpi.com/2073-4336/12/1/9",2020-11-23,2021-01-07,2021-01-13,2021-01-18,"(This article belongs to the Special Issue Optimal Control Theory)
",56,"Yes"
"167","https://www.mdpi.com/2073-4336/12/1/8",2020-10-30,2020-12-17,2021-01-04,2021-01-15,"(This article belongs to the Special Issue Optimal Control Theory)
",77,"Yes"
"168","https://www.mdpi.com/2073-4336/12/1/7",2020-11-04,2020-12-28,2021-01-06,2021-01-14,"",71,"No"
"169","https://www.mdpi.com/2073-4336/12/1/6",2020-10-30,2020-12-18,2020-12-29,2021-01-14,"(This article belongs to the Special Issue Government and Coalition Formation)
",76,"Yes"
"170","https://www.mdpi.com/2073-4336/12/1/5",2020-08-04,2020-11-16,2021-01-08,2021-01-12,"",161,"No"
"171","https://www.mdpi.com/2073-4336/12/1/4",2020-12-01,2021-01-07,2021-01-08,2021-01-12,"(This article belongs to the Special Issue Pro-sociality and Cooperation)
",42,"Yes"
"172","https://www.mdpi.com/2073-4336/12/1/3",2020-10-30,2020-12-10,2020-12-29,2021-01-05,"(This article belongs to the Special Issue Limited Attention)
",67,"Yes"
"173","https://www.mdpi.com/2073-4336/12/1/2",2020-11-27,2020-12-26,2020-12-30,2021-01-05,"(This article belongs to the Special Issue Limited Attention)
",39,"Yes"
"174","https://www.mdpi.com/2073-4336/12/1/1",2020-09-01,2020-11-29,2020-12-11,2020-12-23,"(This article belongs to the Special Issue Experiments on Dishonesty in Strategic Interactions)
",113,"Yes"
"175","https://www.mdpi.com/2073-4336/11/4/65",2020-10-28,2020-12-04,2020-12-10,2020-12-17,"(This article belongs to the Special Issue Social and Economic Networks)
",50,"Yes"
"176","https://www.mdpi.com/2073-4336/11/4/64",2020-10-08,2020-12-07,2020-12-09,2020-12-16,"",69,"No"
"177","https://www.mdpi.com/2073-4336/11/4/63",2020-09-29,2020-11-09,2020-12-07,2020-12-14,"(This article belongs to the Special Issue Optimal Control Theory)
",76,"Yes"
"178","https://www.mdpi.com/2073-4336/11/4/62",2020-11-12,2020-12-07,2020-12-08,2020-12-14,"(This article belongs to the Special Issue Optimal Control Theory)
",32,"Yes"
"179","https://www.mdpi.com/2073-4336/11/4/61",2020-11-09,2020-11-26,2020-12-08,2020-12-10,"",31,"No"
"180","https://www.mdpi.com/2073-4336/11/4/60",2020-10-22,2020-11-26,2020-12-04,2020-12-07,"(This article belongs to the Special Issue Optimal Control Theory)
",46,"Yes"
"181","https://www.mdpi.com/2073-4336/11/4/59",2020-10-06,2020-11-30,2020-12-03,2020-12-05,"(This article belongs to the Special Issue Laboratory Experiments: Cooperation, Sanctions and Norms)
",60,"Yes"
"182","https://www.mdpi.com/2073-4336/11/4/58",2020-08-11,2020-11-11,2020-11-25,2020-11-30,"",111,"No"
"183","https://www.mdpi.com/2073-4336/11/4/57",2020-10-15,2020-11-17,2020-11-24,2020-11-27,"(This article belongs to the Special Issue Limited Attention)
",43,"Yes"
"184","https://www.mdpi.com/2073-4336/11/4/56",2020-10-30,2020-11-20,2020-11-22,2020-11-27,"(This article belongs to the Special Issue Optimal Control Theory)
",28,"Yes"
"185","https://www.mdpi.com/2073-4336/11/4/55",2020-09-17,2020-10-20,2020-11-06,2020-11-20,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",64,"Yes"
"186","https://www.mdpi.com/2073-4336/11/4/54",2020-10-10,2020-11-08,2020-11-16,2020-11-20,"(This article belongs to the Special Issue Optimal Control Theory)
",41,"Yes"
"187","https://www.mdpi.com/2073-4336/11/4/53",2020-09-18,2020-10-30,2020-11-10,2020-11-18,"(This article belongs to the Special Issue Optimal Control Theory)
",61,"Yes"
"188","https://www.mdpi.com/2073-4336/11/4/52",2020-09-10,2020-11-04,2020-11-05,2020-11-16,"(This article belongs to the Special Issue Optimal Control Theory)
",67,"Yes"
"189","https://www.mdpi.com/2073-4336/11/4/51",2020-07-29,2020-10-18,2020-10-26,2020-11-03,"(This article belongs to the Special Issue Mean-Field-Type Game Theory)
",97,"Yes"
"190","https://www.mdpi.com/2073-4336/11/4/50",2020-10-26,2020-10-28,2020-11-01,NA,"(This article belongs to the Special Issue Behavioral Game Theory)
",NA,"Yes"
"191","https://www.mdpi.com/2073-4336/11/4/49",2020-09-15,2020-10-02,2020-10-12,2020-10-29,"(This article belongs to the Special Issue Social and Economic Networks)
",44,"Yes"
"192","https://www.mdpi.com/2073-4336/11/4/48",2020-08-01,2020-10-13,2020-10-16,2020-10-28,"(This article belongs to the Special Issue Experiments on Communication in Games)
",88,"Yes"
"193","https://www.mdpi.com/2073-4336/11/4/47",2020-08-09,2020-09-30,2020-10-18,2020-10-23,"(This article belongs to the Special Issue Lab-like Findings of Non-Lab Experiments)
",75,"Yes"
"194","https://www.mdpi.com/2073-4336/11/4/46",2020-09-01,2020-10-05,2020-10-14,2020-10-22,"(This article belongs to the Special Issue Impact of Overconfidence and Optimism on Individual Decisions)
",51,"Yes"
"195","https://www.mdpi.com/2073-4336/11/4/45",2020-08-13,2020-09-14,2020-10-01,2020-10-15,"(This article belongs to the Special Issue Pro-sociality and Cooperation)
",63,"Yes"
"196","https://www.mdpi.com/2073-4336/11/4/44",2020-09-01,2020-09-22,2020-09-28,2020-10-12,"(This article belongs to the Special Issue Impact of Overconfidence and Optimism on Individual Decisions)
",41,"Yes"
"197","https://www.mdpi.com/2073-4336/11/4/43",2020-07-30,2020-09-10,2020-09-16,2020-10-12,"(This article belongs to the Special Issue Environmental Economics and Game Theory)
",74,"Yes"
"198","https://www.mdpi.com/2073-4336/11/4/42",2020-07-20,2020-09-16,2020-09-28,2020-10-09,"",81,"No"
"199","https://www.mdpi.com/2073-4336/11/4/41",2020-07-04,2020-09-15,2020-09-16,2020-09-23,"",81,"No"
"200","https://www.mdpi.com/2073-4336/11/3/40",2020-06-30,2020-08-19,2020-09-14,2020-09-22,"(This article belongs to the Special Issue Behavioral Game Theory)
",84,"Yes"
"201","https://www.mdpi.com/2073-4336/11/3/39",2020-08-18,2020-09-14,2020-09-16,2020-09-17,"(This article belongs to the Special Issue Impact of Overconfidence and Optimism on Individual Decisions)
",30,"Yes"
"202","https://www.mdpi.com/2073-4336/11/3/38",2020-07-16,2020-08-22,2020-09-07,2020-09-15,"(This article belongs to the Special Issue Behavioral Game Theory)
",61,"Yes"
"203","https://www.mdpi.com/2073-4336/11/3/37",2020-07-13,2020-08-20,2020-09-01,2020-09-04,"",53,"No"
"204","https://www.mdpi.com/2073-4336/11/3/36",2020-07-15,2020-08-21,2020-08-25,2020-09-01,"",48,"No"
"205","https://www.mdpi.com/2073-4336/11/3/35",2020-06-14,2020-08-05,2020-08-18,2020-08-20,"(This article belongs to the Special Issue Pro-sociality and Cooperation)
",67,"Yes"
"206","https://www.mdpi.com/2073-4336/11/3/34",2020-06-08,2020-08-03,2020-08-05,2020-08-20,"(This article belongs to the Special Issue Behavioral Game Theory)
",73,"Yes"
"207","https://www.mdpi.com/2073-4336/11/3/33",2020-06-27,2020-07-24,2020-08-06,2020-08-17,"(This article belongs to the Special Issue Behavioral Game Theory)
",51,"Yes"
"208","https://www.mdpi.com/2073-4336/11/3/32",2020-06-15,2020-08-03,2020-08-06,2020-08-09,"(This article belongs to the Special Issue Environmental Economics and Game Theory)
",55,"Yes"
"209","https://www.mdpi.com/2073-4336/11/3/31",2020-04-30,2020-07-14,2020-07-17,2020-08-07,"(This article belongs to the Special Issue Experiments on Communication in Games)
",99,"Yes"
"210","https://www.mdpi.com/2073-4336/11/3/30",2020-06-08,2020-07-28,2020-07-30,2020-08-06,"(This article belongs to the Special Issue Mean-Field-Type Game Theory)
",59,"Yes"
"211","https://www.mdpi.com/2073-4336/11/3/29",2020-05-12,2020-07-23,2020-07-28,2020-07-30,"",79,"No"
"212","https://www.mdpi.com/2073-4336/11/3/28",2020-02-28,2020-04-06,2020-04-09,2020-07-23,"",146,"No"
"213","https://www.mdpi.com/2073-4336/11/3/27",2020-05-21,2020-07-09,2020-07-17,2020-07-20,"",60,"No"
"214","https://www.mdpi.com/2073-4336/11/3/26",2020-04-17,2020-07-15,2020-07-17,2020-07-18,"",92,"No"
"215","https://www.mdpi.com/2073-4336/11/3/25",2020-04-27,2020-06-16,2020-06-29,2020-07-08,"",72,"No"
"216","https://www.mdpi.com/2073-4336/11/2/24",2020-04-22,2020-05-10,2020-05-18,2020-06-04,"",43,"No"
"217","https://www.mdpi.com/2073-4336/11/2/23",2020-03-19,2020-05-07,2020-05-11,2020-05-19,"(This article belongs to the Special Issue Experiments on Dishonesty in Strategic Interactions)
",61,"Yes"
"218","https://www.mdpi.com/2073-4336/11/2/22",2020-02-12,2020-04-22,2020-05-07,2020-05-18,"",96,"No"
"219","https://www.mdpi.com/2073-4336/11/2/21",2020-03-24,2020-04-08,2020-04-20,2020-05-07,"(This article belongs to the Special Issue Behavioral Game Theory)
",44,"Yes"
"220","https://www.mdpi.com/2073-4336/11/2/20",2020-02-26,2020-03-24,2020-03-31,2020-04-20,"(This article belongs to the Special Issue Non-Imitative Dynamics in Evolutionary Game Theory)
",54,"Yes"
"221","https://www.mdpi.com/2073-4336/11/2/19",2020-02-14,2020-03-30,2020-04-04,2020-04-13,"",59,"No"
"222","https://www.mdpi.com/2073-4336/11/2/18",2020-01-17,2020-03-23,2020-04-01,2020-04-09,"(This article belongs to the Special Issue Experiments on Communication in Games)
",83,"Yes"
"223","https://www.mdpi.com/2073-4336/11/2/17",2019-12-21,2020-03-17,2020-03-20,2020-03-26,"",96,"No"
"224","https://www.mdpi.com/2073-4336/11/1/16",2019-11-24,2020-02-17,2020-02-20,2020-03-16,"(This article belongs to the Special Issue Behavioral Game Theory: Theory and Experiments)
",113,"Yes"
"225","https://www.mdpi.com/2073-4336/11/1/15",2019-12-19,2020-03-03,2020-03-05,2020-03-11,"",83,"No"
"226","https://www.mdpi.com/2073-4336/11/1/14",2020-01-09,2020-02-05,2020-02-12,2020-03-02,"(This article belongs to the Special Issue Non-Imitative Dynamics in Evolutionary Game Theory)
",53,"Yes"
"227","https://www.mdpi.com/2073-4336/11/1/13",2019-12-18,2020-02-11,2020-02-17,2020-02-20,"",64,"No"
"228","https://www.mdpi.com/2073-4336/11/1/12",2019-11-09,2020-01-15,2020-01-18,2020-02-17,"(This article belongs to the Special Issue Non-Imitative Dynamics in Evolutionary Game Theory)
",100,"Yes"
"229","https://www.mdpi.com/2073-4336/11/1/11",2019-11-03,2020-01-10,2020-01-12,2020-02-13,"",102,"No"
"230","https://www.mdpi.com/2073-4336/11/1/10",2020-01-26,2020-02-01,2020-02-07,NA,"(This article belongs to the Special Issue Political Games: Strategy, Persuasion, and Learning)
",NA,"Yes"
"231","https://www.mdpi.com/2073-4336/11/1/9",2019-11-14,2019-11-29,2019-12-26,2020-02-07,"(This article belongs to the Special Issue Behavioral Game Theory: Theory and Experiments)
",85,"Yes"
"232","https://www.mdpi.com/2073-4336/11/1/8",2019-10-26,2019-12-04,2019-12-24,2020-01-31,"",97,"No"
"233","https://www.mdpi.com/2073-4336/11/1/7",2020-01-06,2020-01-06,2020-01-26,NA,"",NA,"No"
"234","https://www.mdpi.com/2073-4336/11/1/6",2019-10-14,2019-11-26,2019-12-16,2020-01-21,"",99,"No"
"235","https://www.mdpi.com/2073-4336/11/1/5",2019-10-14,2019-11-29,2019-12-16,2020-01-13,"(This article belongs to the Special Issue Social and Environmental Behavior and Game Theory)
",91,"Yes"
"236","https://www.mdpi.com/2073-4336/11/1/4",2019-07-27,2019-11-17,2019-11-19,2020-01-06,"(This article belongs to the Special Issue Political Games: Strategy, Persuasion, and Learning)
",163,"Yes"
"237","https://www.mdpi.com/2073-4336/11/1/3",2019-07-19,2019-10-30,2019-12-16,2020-01-01,"(This article belongs to the Special Issue Game Theoretic Models in Natural Resource Economics)
",166,"Yes"
"238","https://www.mdpi.com/2073-4336/11/1/2",2019-06-06,2019-10-21,2019-11-18,2019-12-23,"(This article belongs to the Special Issue Political Economy, Social Choice and Game Theory)
",200,"Yes"
"239","https://www.mdpi.com/2073-4336/11/1/1",2019-09-23,2019-10-30,2019-11-04,2019-12-19,"(This article belongs to the Special Issue The Empirics of Behaviour under Risk and Ambiguity)
",87,"Yes"
"240","https://www.mdpi.com/2073-4336/10/4/49",2019-02-28,2019-11-14,2019-11-18,2019-12-16,"(This article belongs to the Special Issue Game Theory for Security)
",291,"Yes"
"241","https://www.mdpi.com/2073-4336/10/4/48",2019-10-03,2019-10-28,2019-10-31,2019-12-02,"",60,"No"
"242","https://www.mdpi.com/2073-4336/10/4/47",2019-09-17,2019-10-29,2019-10-30,2019-11-08,"(This article belongs to the Special Issue Game Theoretic Models in Natural Resource Economics)
",52,"Yes"
"243","https://www.mdpi.com/2073-4336/10/4/46",2019-08-30,2019-10-20,2019-10-29,2019-11-08,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",70,"Yes"
"244","https://www.mdpi.com/2073-4336/10/4/45",2019-09-29,2019-10-18,2019-10-21,2019-11-04,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",36,"Yes"
"245","https://www.mdpi.com/2073-4336/10/4/44",2019-06-28,2019-09-04,2019-10-16,2019-11-01,"",126,"No"
"246","https://www.mdpi.com/2073-4336/10/4/43",2019-09-06,2019-10-04,2019-10-09,2019-10-29,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",53,"Yes"
"247","https://www.mdpi.com/2073-4336/10/4/42",2019-09-09,2019-10-01,2019-10-04,2019-10-11,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",32,"Yes"
"248","https://www.mdpi.com/2073-4336/10/4/41",2019-07-30,2019-09-15,2019-09-27,2019-10-11,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",73,"Yes"
"249","https://www.mdpi.com/2073-4336/10/4/40",2019-08-31,2019-09-20,2019-09-25,2019-10-09,"(This article belongs to the Special Issue The Empirics of Behaviour under Risk and Ambiguity)
",39,"Yes"
"250","https://www.mdpi.com/2073-4336/10/4/39",2019-08-16,2019-09-25,2019-09-27,2019-10-02,"",47,"No"
"251","https://www.mdpi.com/2073-4336/10/4/38",2019-07-24,2019-09-23,2019-09-27,2019-09-29,"(This article belongs to the Special Issue Empirical Tax Research and Application)
",67,"Yes"
"252","https://www.mdpi.com/2073-4336/10/4/37",2019-07-11,2019-09-21,2019-09-25,2019-09-27,"(This article belongs to the Special Issue Political Games: Strategy, Persuasion, and Learning)
",78,"Yes"
"253","https://www.mdpi.com/2073-4336/10/4/36",2019-06-28,2019-09-16,2019-09-23,2019-09-27,"(This article belongs to the Special Issue The Empirics of Behaviour under Risk and Ambiguity)
",91,"Yes"
"254","https://www.mdpi.com/2073-4336/10/3/35",2019-06-11,2019-08-19,2019-08-29,2019-09-02,"(This article belongs to the Special Issue Behavioral Game Theory: Theory and Experiments)
",83,"Yes"
"255","https://www.mdpi.com/2073-4336/10/3/34",2019-06-11,2019-08-12,2019-08-27,2019-08-30,"(This article belongs to the Special Issue Political Economy, Social Choice and Game Theory)
",80,"Yes"
"256","https://www.mdpi.com/2073-4336/10/3/33",2019-05-27,2019-07-20,2019-08-10,2019-08-14,"(This article belongs to the Special Issue Advances in Behavioral Economics: Empathy and Happiness)
",79,"Yes"
"257","https://www.mdpi.com/2073-4336/10/3/32",2019-05-14,2019-07-30,2019-08-02,2019-08-07,"",85,"No"
"258","https://www.mdpi.com/2073-4336/10/3/31",2019-07-03,2019-07-26,2019-07-30,2019-08-01,"",29,"No"
"259","https://www.mdpi.com/2073-4336/10/3/30",2019-01-12,2019-07-05,2019-07-09,2019-07-19,"(This article belongs to the Special Issue Social Norm and Risk Attitudes)
",188,"Yes"
"260","https://www.mdpi.com/2073-4336/10/3/29",2019-04-30,2019-06-27,2019-06-28,2019-07-06,"(This article belongs to the Special Issue Political Games: Strategy, Persuasion, and Learning)
",67,"Yes"
"261","https://www.mdpi.com/2073-4336/10/3/28",2019-05-06,2019-06-27,2019-07-02,2019-07-05,"",60,"No"
"262","https://www.mdpi.com/2073-4336/10/3/27",2019-03-27,2019-05-15,2019-06-11,2019-07-01,"(This article belongs to the Special Issue Social Norms and Games)
",96,"Yes"
"263","https://www.mdpi.com/2073-4336/10/2/26",2019-02-28,2019-05-07,2019-05-11,2019-06-10,"(This article belongs to the Special Issue Game Theory for Security)
",102,"Yes"
"264","https://www.mdpi.com/2073-4336/10/2/25",2019-05-01,2019-05-27,2019-05-29,2019-06-03,"(This article belongs to the Special Issue Political Economy, Social Choice and Game Theory)
",33,"Yes"
"265","https://www.mdpi.com/2073-4336/10/2/24",2019-04-04,2019-05-27,2019-05-29,2019-06-01,"(This article belongs to the Special Issue Political Games: Strategy, Persuasion, and Learning)
",58,"Yes"
"266","https://www.mdpi.com/2073-4336/10/2/23",2019-03-02,2019-05-08,2019-05-10,2019-05-15,"(This article belongs to the Special Issue Game Theoretic Models in Natural Resource Economics)
",74,"Yes"
"267","https://www.mdpi.com/2073-4336/10/2/22",2019-03-26,2019-04-26,2019-05-07,2019-05-11,"(This article belongs to the Special Issue Evolutionary Ecology and Game Theory)
",46,"Yes"
"268","https://www.mdpi.com/2073-4336/10/2/21",2019-02-28,2019-04-24,2019-04-30,2019-05-07,"(This article belongs to the Special Issue Social Norm and Risk Attitudes)
",68,"Yes"
"269","https://www.mdpi.com/2073-4336/10/2/20",2019-03-14,2019-04-12,2019-04-18,2019-05-01,"(This article belongs to the Special Issue Political Economy, Social Choice and Game Theory)
",48,"Yes"
"270","https://www.mdpi.com/2073-4336/10/2/19",2018-12-28,2019-03-18,2019-04-04,2019-04-15,"(This article belongs to the Special Issue Political Economy, Social Choice and Game Theory)
",108,"Yes"
"271","https://www.mdpi.com/2073-4336/10/2/18",2019-02-06,2019-03-15,2019-04-04,2019-04-10,"",63,"No"
"272","https://www.mdpi.com/2073-4336/10/2/17",2018-12-31,2019-03-08,2019-03-25,2019-04-03,"(This article belongs to the Special Issue Cooperative OR Games and Networks)
",93,"Yes"
"273","https://www.mdpi.com/2073-4336/10/2/16",2018-12-28,2019-03-20,2019-03-25,2019-03-29,"(This article belongs to the Special Issue Games on Networks: From Theory to Experiments)
",91,"Yes"
"274","https://www.mdpi.com/2073-4336/10/1/15",2019-02-01,2019-03-09,2019-03-11,2019-03-15,"(This article belongs to the Special Issue Social Norm and Risk Attitudes)
",42,"Yes"
"275","https://www.mdpi.com/2073-4336/10/1/14",2019-02-13,2019-03-10,2019-03-14,NA,"(This article belongs to the Special Issue Social Norm and Risk Attitudes)
",NA,"Yes"
"276","https://www.mdpi.com/2073-4336/10/1/13",2018-12-23,2019-02-10,2019-02-25,2019-03-11,"(This article belongs to the Special Issue Mathematical Biology and Game Theory)
",78,"Yes"
"277","https://www.mdpi.com/2073-4336/10/1/12",2018-11-19,2019-01-11,2019-02-12,2019-02-24,"",97,"No"
"278","https://www.mdpi.com/2073-4336/10/1/11",2018-12-04,2019-02-15,2019-02-15,2019-02-21,"(This article belongs to the Special Issue The Evolution of Cooperation in Game Theory and Social Simulation)
",79,"Yes"
"279","https://www.mdpi.com/2073-4336/10/1/10",2018-11-29,2019-01-25,2019-02-10,2019-02-21,"(This article belongs to the Special Issue The Evolution of Cooperation in Game Theory and Social Simulation)
",84,"Yes"
"280","https://www.mdpi.com/2073-4336/10/1/9",2018-12-07,2019-01-28,2019-01-28,2019-02-18,"(This article belongs to the Special Issue The Empirics of Behaviour under Risk and Ambiguity)
",73,"Yes"
"281","https://www.mdpi.com/2073-4336/10/1/8",2018-12-17,2019-02-02,2019-02-10,2019-02-13,"",58,"No"
"282","https://www.mdpi.com/2073-4336/10/1/7",2018-12-20,2019-01-19,2019-01-25,2019-01-29,"",40,"No"
"283","https://www.mdpi.com/2073-4336/10/1/6",2018-10-21,2019-01-06,2019-01-14,2019-01-22,"",93,"No"
"284","https://www.mdpi.com/2073-4336/10/1/5",2018-12-01,2018-12-30,2019-01-08,2019-01-14,"(This article belongs to the Special Issue The Evolution of Cooperation in Game Theory and Social Simulation)
",44,"Yes"
"285","https://www.mdpi.com/2073-4336/10/1/4",2018-10-31,2018-12-16,2018-12-25,2019-01-14,"(This article belongs to the Special Issue Mathematical Biology and Game Theory)
",75,"Yes"
"286","https://www.mdpi.com/2073-4336/10/1/3",2019-01-08,NA,NA,NA,"",NA,"No"
"287","https://www.mdpi.com/2073-4336/10/1/2",2018-10-23,2018-12-22,2018-12-28,2019-01-01,"(This article belongs to the Special Issue Evolutionary Ecology and Game Theory)
",70,"Yes"
"288","https://www.mdpi.com/2073-4336/10/1/1",2018-12-13,2018-12-19,2018-12-21,NA,"(This article belongs to the Special Issue Mathematical Biology and Game Theory)
",NA,"Yes"
"289","https://www.mdpi.com/2073-4336/9/4/103",2018-08-25,2018-11-25,2018-12-07,2018-12-13,"(This article belongs to the Special Issue Game Models for Cyber-Physical Infrastructures)
",110,"Yes"
"290","https://www.mdpi.com/2073-4336/9/4/102",2018-08-31,2018-10-31,2018-11-15,2018-12-13,"(This article belongs to the Special Issue Social Norms and Games)
",104,"Yes"
"291","https://www.mdpi.com/2073-4336/9/4/101",2018-11-10,2018-12-07,2018-12-10,2018-12-13,"",33,"No"
"292","https://www.mdpi.com/2073-4336/9/4/100",2018-09-29,2018-11-08,2018-11-13,2018-12-10,"(This article belongs to the Special Issue The Evolution of Cooperation in Game Theory and Social Simulation)
",72,"Yes"
"293","https://www.mdpi.com/2073-4336/9/4/99",2018-08-31,2018-11-23,2018-11-24,2018-12-09,"(This article belongs to the Special Issue Social Norms and Games)
",100,"Yes"
"294","https://www.mdpi.com/2073-4336/9/4/98",2018-10-14,2018-11-08,2018-11-08,2018-12-05,"(This article belongs to the Special Issue Self-Selection and Endogenous Entry in Experimental Games)
",52,"Yes"
"295","https://www.mdpi.com/2073-4336/9/4/97",2018-08-22,2018-10-28,2018-11-23,2018-12-05,"(This article belongs to the Special Issue Social Norms and Games)
",105,"Yes"
"296","https://www.mdpi.com/2073-4336/9/4/96",2018-07-27,2018-11-18,2018-11-20,2018-11-23,"(This article belongs to the Special Issue Social Norms and Games)
",119,"Yes"
"297","https://www.mdpi.com/2073-4336/9/4/95",2018-09-01,2018-10-13,2018-11-14,2018-11-20,"(This article belongs to the Special Issue Dictator Games)
",80,"Yes"
"298","https://www.mdpi.com/2073-4336/9/4/94",2018-11-09,2018-11-12,2018-11-15,NA,"",NA,"No"
"299","https://www.mdpi.com/2073-4336/9/4/93",2018-10-25,2018-11-12,2018-11-14,NA,"",NA,"No"
"300","https://www.mdpi.com/2073-4336/9/4/92",2018-08-30,2018-11-02,2018-11-06,2018-11-14,"(This article belongs to the Special Issue Social Norms and Games)
",76,"Yes"
"301","https://www.mdpi.com/2073-4336/9/4/91",2018-08-22,2018-10-26,2018-10-30,2018-11-04,"(This article belongs to the Special Issue Social Norms and Games)
",74,"Yes"
"302","https://www.mdpi.com/2073-4336/9/4/90",2018-09-25,2018-10-25,2018-10-30,2018-11-02,"(This article belongs to the Special Issue Games on Networks: From Theory to Experiments)
",38,"Yes"
"303","https://www.mdpi.com/2073-4336/9/4/89",2018-09-25,2018-10-24,2018-10-29,2018-11-02,"(This article belongs to the Special Issue Games on Networks: From Theory to Experiments)
",38,"Yes"
"304","https://www.mdpi.com/2073-4336/9/4/88",2018-09-03,2018-10-16,2018-10-23,2018-11-01,"(This article belongs to the Special Issue Mean-Field-Type Game Theory)
",59,"Yes"
"305","https://www.mdpi.com/2073-4336/9/4/87",2018-10-07,2018-10-27,2018-10-27,2018-11-01,"",25,"No"
"306","https://www.mdpi.com/2073-4336/9/4/86",2018-08-31,2018-10-12,2018-10-22,2018-10-27,"(This article belongs to the Special Issue Dictator Games)
",57,"Yes"
"307","https://www.mdpi.com/2073-4336/9/4/85",2018-08-02,2018-10-11,2018-10-19,2018-10-24,"",83,"No"
"308","https://www.mdpi.com/2073-4336/9/4/84",2018-09-04,2018-10-16,2018-10-17,2018-10-21,"(This article belongs to the Special Issue Mean-Field-Type Game Theory)
",47,"Yes"
"309","https://www.mdpi.com/2073-4336/9/4/83",2018-09-21,2018-10-11,2018-10-16,2018-10-19,"(This article belongs to the Special Issue Games on Networks: From Theory to Experiments)
",28,"Yes"
"310","https://www.mdpi.com/2073-4336/9/4/82",2018-08-31,2018-10-01,2018-10-03,2018-10-12,"(This article belongs to the Special Issue Public Good Games)
",42,"Yes"
"311","https://www.mdpi.com/2073-4336/9/4/81",2018-09-01,2018-09-22,2018-10-10,2018-10-12,"(This article belongs to the Special Issue Dictator Games)
",41,"Yes"
"312","https://www.mdpi.com/2073-4336/9/4/80",2018-08-24,2018-09-20,2018-10-04,2018-10-10,"(This article belongs to the Special Issue Dictator Games)
",47,"Yes"
"313","https://www.mdpi.com/2073-4336/9/4/79",2018-09-17,2018-09-27,2018-09-28,2018-10-09,"",22,"No"
"314","https://www.mdpi.com/2073-4336/9/4/78",2018-08-27,2018-09-26,2018-10-03,2018-10-05,"(This article belongs to the Special Issue Dictator Games)
",39,"Yes"
"315","https://www.mdpi.com/2073-4336/9/4/77",2018-09-01,2018-09-27,2018-09-29,2018-10-02,"(This article belongs to the Special Issue Dictator Games)
",31,"Yes"
"316","https://www.mdpi.com/2073-4336/9/4/76",2018-06-29,2018-09-07,2018-09-28,2018-10-01,"(This article belongs to the Special Issue Games and Industrial Organization)
",94,"Yes"
"317","https://www.mdpi.com/2073-4336/9/4/75",2018-08-28,2018-09-27,2018-09-28,2018-09-30,"(This article belongs to the Special Issue Social Norms and Games)
",33,"Yes"
"318","https://www.mdpi.com/2073-4336/9/4/74",2018-09-01,2018-09-24,2018-09-26,2018-09-28,"(This article belongs to the Special Issue Dictator Games)
",27,"Yes"
"319","https://www.mdpi.com/2073-4336/9/4/73",2018-08-01,2018-08-30,2018-09-19,2018-09-21,"(This article belongs to the Special Issue Dictator Games)
",51,"Yes"
"320","https://www.mdpi.com/2073-4336/9/3/72",2018-07-15,2018-09-14,2018-09-17,2018-09-19,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",66,"Yes"
"321","https://www.mdpi.com/2073-4336/9/3/71",2018-07-31,2018-09-12,2018-09-13,2018-09-19,"(This article belongs to the Special Issue Social Norms and Games)
",50,"Yes"
"322","https://www.mdpi.com/2073-4336/9/3/70",2018-05-25,2018-09-06,2018-09-11,2018-09-14,"(This article belongs to the Special Issue Public Good Games)
",112,"Yes"
"323","https://www.mdpi.com/2073-4336/9/3/69",2018-08-09,2018-08-29,2018-09-06,2018-09-12,"(This article belongs to the Special Issue Dictator Games)
",34,"Yes"
"324","https://www.mdpi.com/2073-4336/9/3/68",2018-05-25,2018-08-23,2018-08-30,2018-09-11,"(This article belongs to the Special Issue Public Good Games)
",109,"Yes"
"325","https://www.mdpi.com/2073-4336/9/3/67",2018-07-09,2018-08-28,2018-09-06,2018-09-08,"",61,"No"
